,country_name,year,population,gdp,rural_population_percent,electricity_access_percent,project_cost,gdp_per_capita
0,Albania,1992,0.00043340772636984634,8.516170208279131e-06,0.6464728355026431,1.0,0.0012359065643324718,0.005851060949673523
1,Albania,1993,0.00043076258499678014,1.5070059020251705e-05,0.6403647105859357,1.0,0.003818017990500771,0.014663680257630304
2,Albania,1994,0.00042811757754136135,2.464404200605295e-05,0.6342010572608947,1.0,0.003082696007145067,0.027637050781016376
3,Albania,1995,0.00042547243616829515,3.018956708149851e-05,0.62801519257252,1.0,0.0018269923124914801,0.03533250576636247
4,Albania,1996,0.0004228274287128764,4.144172722327332e-05,0.6217737994758118,1.0,0.0056478384644666965,0.05087628202096373
5,Albania,1997,0.00042018228733981016,2.9373255305389597e-05,0.6155324063791036,1.0,0.0008484484423335047,0.034735622583899235
6,Albania,1998,0.00041753727988439143,3.3761154745185325e-05,0.6092465905557283,1.0,0.0024661568057160535,0.04102915852278648
7,Albania,1999,0.0004148921385113252,4.270371187897042e-05,0.6029385633690196,1.0,0.004967948446010114,0.053708050784729185
8,Albania,2000,0.00041224713105590644,4.5449562058411604e-05,0.5965861134556438,1.0,0.002017044763574185,0.057915625467651215
9,Albania,2001,0.00040838307125545825,5.086732099059802e-05,0.5888787703789258,1.0,0.0007692599210490442,0.06613793590603086
10,Albania,2002,0.0004071559838515799,5.5597678378571155e-05,0.5770401137221802,1.0,0.002759437150616002,0.07302727804160208
11,Albania,2003,0.00040563012617616894,7.217601670043552e-05,0.5651348229754342,1.0,0.00227242774471657,0.09679653481122732
12,Albania,2004,0.00040393245215903853,9.199013715365529e-05,0.5531628981386877,1.0,0.0051659197492212655,0.1253990557080598
13,Albania,2005,0.00040186315667014525,0.00010265194079440624,0.5411687619386077,1.0,0.0031333200975376327,0.14131024708065185
14,Albania,2006,0.0003993267564268345,0.00011319255476944608,0.5291302030118609,1.0,0.0031375623397493003,0.1574017466481609
15,Albania,2007,0.00039630959182906304,0.00013478157456167116,0.5170583270401137,1.0,0.0035436863274796045,0.18992525431515603
16,Albania,2008,0.00039326925947827715,0.00016233499270026474,0.504964239705033,1.0,0.003136431075159522,0.23166873899269436
17,Albania,2009,0.0003906183596463692,0.00015175588387330576,0.49291457509661935,1.0,0.002347374023789363,0.21772372672550683
18,Albania,2010,0.0003886768215931739,0.0001502740494554654,0.48084269912487226,1.0,7.918852128446043e-06,0.2166480749548307
19,Albania,2011,0.00038762878208397906,0.00016245523383981612,0.4688041401981253,1.0,0.0013665676244518316,0.23529300720570398
20,Albania,2012,0.0003869867808819499,0.0001552383428375815,0.45677668695304513,1.0,0.00824409069800722,0.22498319057590124
21,Albania,2013,0.00038627581209146753,0.00016100713598619768,0.44508240415796707,1.0,0.0025611830312574062,0.23398247625952973
22,Albania,2014,0.00038547391321834475,0.00016671873457002582,0.43368797476789117,1.0,0.013143314820188321,0.2429881601671414
23,Albania,2015,0.0003843488710618477,0.0001434496825171137,0.422604504464484,1.0,0.014197936234008867,0.20895077959677552
24,Albania,2016,0.00038373258204813513,0.00014972722375352024,0.41184309892941223,1.0,0.0020591843695434158,0.2186883246092428
25,Algeria,1990,0.0034422937360504436,0.0007836274450997791,0.481708942294878,0.9827120468394887,0.00813096423902942,0.125191788771706
26,Algeria,1991,0.0035265140758401633,0.0005772652328007203,0.4729798765048197,0.9837760723094152,0.019429469329437257,0.08834665673757934
27,Algeria,1992,0.0036096208903910695,0.000606178292411875,0.46425081071476165,0.9848350618753624,0.0031647126899039726,0.09078926362233716
28,Algeria,1993,0.0036907206811591614,0.0006307343697076614,0.4555661676513703,0.9858633782079694,0.01980844296701289,0.09249574272927401
29,Algeria,1994,0.0037683040623396687,0.0005371699554023358,0.4469037359513126,0.9868305769786253,0.007596441720359312,0.07616315524775057
30,Algeria,1995,0.003840824552939468,0.0005273316514885317,0.4382635156145883,0.9877059086524167,0.01074701360289106,0.07313600033230819
31,Algeria,1996,0.003908702654371654,0.0005927600876673694,0.4296344009595308,0.9884589289007277,0.013815568802663901,0.08140568687456112
32,Algeria,1997,0.003973439851299794,0.0006083842973568595,0.4210830260761405,0.9890589644902235,0.0034956075824140393,0.08224708708171749
33,Algeria,1998,0.004033537404372094,0.0006085092164896732,0.4125427568744168,0.9894754184891384,0.006173876498713469,0.08095008321687433
34,Algeria,2000,0.0041472255189843625,0.0006919463520415113,0.3947070321176313,0.9896505306048415,0.0036299452524501774,0.09015782117249017
35,Algeria,2001,0.004203126561696339,0.0006913709647814749,0.3859002265559059,0.9894391752407897,0.002125363348045429,0.08880007034359534
36,Algeria,2002,0.004258474993235982,0.0007168421981558878,0.3771378437208475,0.989104287626053,0.003768525164697983,0.09101406442883343
37,Algeria,2003,0.004314697304384269,0.0008571599442102395,0.3684420949757895,0.9887066038147037,0.004041159930834483,0.10848696641333865
38,Algeria,2009,0.004730002712755724,0.0017335149994586315,0.31804451157212016,0.9882755762148746,1.0464197455446557e-05,0.20518546281962277
39,Angola,1991,0.0016579546455166702,0.0006445398705426956,0.7689462929234596,0.12570636145536074,0.0016459899781269991,0.21798864304206084
40,Angola,1992,0.0017127748388958196,0.0006445398705426956,0.7617164941584115,0.13751815054439923,0.005390475770292199,0.21082446226351967
41,Angola,1993,0.0017690973874032467,0.0006445398705426956,0.7544089556216961,0.14929934270167464,0.0006278518473267935,0.20392599420726468
42,Angola,1995,0.0018855550528830923,6.98289879607994e-05,0.7394162853715961,0.17264757710697198,0.0006787587538668037,0.015433149090763952
